size,time,top_individuals,crossover,mutation_rate,board_size
216,0.2201405620574951,8,combinations_with_rep,0.25,6
216,1.1070691847801208,8,combinations_with_rep,0.14,6
384,1.5505243945121765,8,product,0.15000000000000002,6
336,1.556011562347412,8,permutations,0.15000000000000002,6
216,1.3364537692070007,8,combinations_with_rep,0.15000000000000002,6
384,0.9797755265235901,8,product,0.16,6
336,1.3003011775016784,8,permutations,0.16,6
216,1.234240367412567,8,combinations_with_rep,0.16,6
384,1.6302553176879884,8,product,0.16999999999999998,6
336,1.018419804573059,8,permutations,0.16999999999999998,6
216,0.8539864873886108,8,combinations_with_rep,0.16999999999999998,6
168,3.1187748456001283,7,combinations_with_rep,0.05,6
294,3.9062789630889894,7,product,0.060000000000000005,6
252,3.4176634669303896,7,permutations,0.060000000000000005,6
168,2.3114106178283693,7,combinations_with_rep,0.060000000000000005,6
294,3.8240810298919676,7,product,0.07,6
252,2.940002954006195,7,permutations,0.07,6
168,1.8517282032966613,7,combinations_with_rep,0.07,6
294,2.359962763786316,7,product,0.08,6
252,2.162377851009369,7,permutations,0.08,6
168,1.5488676929473877,7,combinations_with_rep,0.08,6
336,2.956185209751129,8,permutations,0.11,6
216,1.777688844203949,8,combinations_with_rep,0.11,6
384,2.3890049290657043,8,product,0.12000000000000001,6
336,2.1715223932266237,8,permutations,0.12000000000000001,6
216,1.586024215221405,8,combinations_with_rep,0.12000000000000001,6
384,2.187605609893799,8,product,0.13,6
336,1.3485439944267272,8,permutations,0.13,6
216,0.9183074355125427,8,combinations_with_rep,0.13,6
384,0.9556236147880555,8,product,0.14,6
336,0.9956866121292114,8,permutations,0.14,6
384,3.378684468269348,8,product,0.08,6
336,3.3503846955299377,8,permutations,0.08,6
216,1.9206584525108337,8,combinations_with_rep,0.08,6
384,2.841293919086456,8,product,0.09,6
336,2.337220230102539,8,permutations,0.09,6
216,1.6402857851982118,8,combinations_with_rep,0.09,6
384,1.9184649515151977,8,product,0.1,6
336,1.732901282310486,8,permutations,0.1,6
216,1.0397707390785218,8,combinations_with_rep,0.1,6
384,1.8117889833450318,8,product,0.11,6
168,0.2414729428291321,7,combinations_with_rep,0.25,6
384,5.686977350711823,8,product,0.05,6
336,5.847522044181824,8,permutations,0.05,6
216,3.507275655269623,8,combinations_with_rep,0.05,6
384,2.62394718170166,8,product,0.060000000000000005,6
336,2.631291599273682,8,permutations,0.060000000000000005,6
216,1.7266706442832946,8,combinations_with_rep,0.060000000000000005,6
384,2.61185578584671,8,product,0.07,6
336,2.702565624713898,8,permutations,0.07,6
216,1.7994746112823485,8,combinations_with_rep,0.07,6
63,0.22170978784561157,3,product,0.1,7
42,0.1375787353515625,3,permutations,0.1,7
42,0.20410750627517701,3,combinations_with_rep,0.1,7
63,0.18386539220809936,3,product,0.11,7
42,0.20543843269348144,3,permutations,0.11,7
42,0.23047224283218384,3,combinations_with_rep,0.11,7
63,0.2013242220878601,3,product,0.12000000000000001,7
42,0.190271737575531,3,permutations,0.12000000000000001,7
42,0.2206389093399048,3,combinations_with_rep,0.12000000000000001,7
63,0.14884961128234864,3,product,0.13,7
42,0.22998756170272827,3,permutations,0.08,7
42,0.20168400049209595,3,combinations_with_rep,0.08,7
63,0.2958919286727905,3,product,0.09,7
42,0.17107012271881103,3,permutations,0.09,7
42,0.19933676481246948,3,combinations_with_rep,0.09,7
63,0.14401015520095825,3,product,0.15000000000000002,7
42,0.28799297571182253,3,permutations,0.15000000000000002,7
42,0.3796095085144043,3,combinations_with_rep,0.15000000000000002,7
63,0.1366316032409668,3,product,0.16,7
42,0.3135478806495666,3,permutations,0.16,7
42,0.23550923585891723,3,permutations,0.13,7
42,0.29552479028701784,3,combinations_with_rep,0.13,7
63,0.15705595970153807,3,product,0.14,7
42,0.2584628844261169,3,permutations,0.14,7
42,0.4133102703094482,3,combinations_with_rep,0.14,7
42,0.23115114450454713,3,combinations_with_rep,0.060000000000000005,7
63,0.3871848726272583,3,product,0.07,7
42,0.189412100315094,3,permutations,0.07,7
42,0.21295463800430298,3,combinations_with_rep,0.07,7
63,0.38229161977767945,3,product,0.08,7
42,0.37964213371276856,3,combinations_with_rep,0.16,7
63,0.1521642255783081,3,product,0.16999999999999998,7
42,0.36703800678253173,3,permutations,0.16999999999999998,7
42,0.4317055606842041,3,combinations_with_rep,0.16999999999999998,7
63,0.18375797986984252,3,product,0.18,7
63,0.7889852786064148,3,product,0.05,7
42,0.4064391851425171,3,permutations,0.05,7
42,0.31693196773529053,3,combinations_with_rep,0.05,7
63,0.6131437206268311,3,product,0.060000000000000005,7
42,0.26331488609313963,3,permutations,0.060000000000000005,7
42,0.4215371608734131,3,permutations,0.18,7
42,0.5015922808647155,3,combinations_with_rep,0.18,7
63,0.21588149547576904,3,product,0.19,7
42,0.424245982170105,3,permutations,0.19,7
42,0.5973620510101318,3,combinations_with_rep,0.19,7
63,0.20700949907302857,3,product,0.2,7
42,0.4554481649398804,3,permutations,0.2,7
42,0.6959189867973328,3,combinations_with_rep,0.2,7
63,0.2765376543998718,3,product,0.21000000000000002,7
42,0.5236749410629272,3,permutations,0.21000000000000002,7
42,0.6307182312011719,3,combinations_with_rep,0.21000000000000002,7
63,0.3010003304481506,3,product,0.22000000000000003,7
42,0.5730126357078552,3,permutations,0.22000000000000003,7
42,0.744102783203125,3,combinations_with_rep,0.22000000000000003,7
63,0.29069273233413695,3,product,0.22999999999999998,7
84,0.2562647533416748,4,permutations,0.12000000000000001,7
70,0.20532243967056274,4,combinations_with_rep,0.12000000000000001,7
112,0.418949990272522,4,product,0.13,7
84,0.19199888944625854,4,permutations,0.13,7
70,0.20509405851364135,4,combinations_with_rep,0.13,7
84,0.7758523607254029,4,permutations,0.07,7
70,0.40578041315078733,4,combinations_with_rep,0.07,7
112,0.9655527830123901,4,product,0.08,7
84,0.6499901580810546,4,permutations,0.08,7
70,0.3616227650642395,4,combinations_with_rep,0.08,7
42,0.6868170309066772,3,permutations,0.22999999999999998,7
42,0.8399877166748047,3,combinations_with_rep,0.22999999999999998,7
63,0.3420384788513184,3,product,0.24,7
42,0.6677350091934204,3,permutations,0.24,7
42,0.8871861314773559,3,combinations_with_rep,0.24,7
112,0.3147127366065979,4,product,0.14,7
84,0.1742858338356018,4,permutations,0.14,7
70,0.20878270387649536,4,combinations_with_rep,0.14,7
112,0.24798402070999145,4,product,0.15000000000000002,7
84,0.2585967230796814,4,permutations,0.15000000000000002,7
112,0.6369901895523071,4,product,0.09,7
84,0.570172734260559,4,permutations,0.09,7
70,0.2694301986694336,4,combinations_with_rep,0.09,7
112,0.6926892518997192,4,product,0.1,7
84,0.3666661691665649,4,permutations,0.1,7
70,0.19086373805999757,4,combinations_with_rep,0.1,7
112,1.1309813618659974,4,product,0.11,7
84,0.2976348686218262,4,permutations,0.11,7
70,0.20075042724609374,4,combinations_with_rep,0.11,7
112,0.4407953691482544,4,product,0.12000000000000001,7
63,0.3498270583152771,3,product,0.25,7
42,0.688207631111145,3,permutations,0.25,7
42,0.8694596600532531,3,combinations_with_rep,0.25,7
112,1.4075974917411804,4,product,0.05,7
84,0.8327638864517212,4,permutations,0.05,7
70,0.2569067907333374,4,combinations_with_rep,0.15000000000000002,7
112,0.21923336267471313,4,product,0.16,7
84,0.18686030626296998,4,permutations,0.16,7
70,0.2583409690856934,4,combinations_with_rep,0.16,7
112,0.19302823066711425,4,product,0.16999999999999998,7
84,0.1722352385520935,4,permutations,0.16999999999999998,7
70,0.2679132008552551,4,combinations_with_rep,0.16999999999999998,7
112,0.1545526099205017,4,product,0.18,7
84,0.1483324074745178,4,permutations,0.18,7
70,0.36399993896484373,4,combinations_with_rep,0.18,7
112,0.19352556228637696,4,product,0.19,7
84,0.16924822092056274,4,permutations,0.19,7
70,0.4531569218635559,4,combinations_with_rep,0.19,7
112,0.16641666412353515,4,product,0.2,7
84,0.18345605611801147,4,permutations,0.2,7
70,0.8621819067001343,4,combinations_with_rep,0.05,7
112,1.049859127998352,4,product,0.060000000000000005,7
84,0.9732779264450073,4,permutations,0.060000000000000005,7
70,0.6037282323837281,4,combinations_with_rep,0.060000000000000005,7
112,1.0591651153564454,4,product,0.07,7
70,0.35005673408508303,4,combinations_with_rep,0.2,7
112,0.16386127471923828,4,product,0.21000000000000002,7
84,0.236434223651886,4,permutations,0.21000000000000002,7
70,0.5435633158683777,4,combinations_with_rep,0.21000000000000002,7
112,0.15886259078979492,4,product,0.22000000000000003,7
84,0.24875673294067382,4,permutations,0.22000000000000003,7
70,0.5982903003692627,4,combinations_with_rep,0.22000000000000003,7
112,0.22379013538360595,4,product,0.22999999999999998,7
84,0.3232146382331848,4,permutations,0.22999999999999998,7
70,0.6768336653709411,4,combinations_with_rep,0.22999999999999998,7
112,0.25977113485336306,4,product,0.24,7
84,0.37872455835342406,4,permutations,0.24,7
70,0.6646592235565185,4,combinations_with_rep,0.24,7
112,0.2261898159980774,4,product,0.25,7
84,0.44896403074264524,4,permutations,0.25,7
140,0.24890081644058226,5,permutations,0.16,7
105,0.20636240959167482,5,combinations_with_rep,0.16,7
175,0.2655873513221741,5,product,0.16999999999999998,7
140,0.20794849157333373,5,permutations,0.16999999999999998,7
105,0.19395769119262696,5,combinations_with_rep,0.16999999999999998,7
175,0.7169732332229615,5,product,0.13,7
140,0.4429642677307129,5,permutations,0.13,7
105,0.21029850959777832,5,combinations_with_rep,0.13,7
175,0.7361890244483947,5,product,0.14,7
140,0.4622889494895935,5,permutations,0.14,7
105,0.17080002307891845,5,combinations_with_rep,0.14,7
175,0.6141274738311767,5,product,0.15000000000000002,7
140,0.3665467357635498,5,permutations,0.15000000000000002,7
105,0.2114478588104248,5,combinations_with_rep,0.15000000000000002,7
175,0.5063097643852233,5,product,0.16,7
140,0.9590388250350952,5,permutations,0.11,7
105,0.30447022199630736,5,combinations_with_rep,0.11,7
175,0.9035964155197144,5,product,0.12000000000000001,7
140,0.4847070121765137,5,permutations,0.12000000000000001,7
105,0.2837613534927368,5,combinations_with_rep,0.12000000000000001,7
105,0.5407786965370178,5,combinations_with_rep,0.09,7
175,0.9771426177024841,5,product,0.1,7
140,0.6253972983360291,5,permutations,0.1,7
105,0.47394705057144165,5,combinations_with_rep,0.1,7
175,0.7058963060379029,5,product,0.11,7
175,0.34909900426864626,5,product,0.18,7
140,0.17038225173950194,5,permutations,0.18,7
105,0.21421504735946656,5,combinations_with_rep,0.18,7
175,0.3110057830810547,5,product,0.19,7
140,0.19237993001937867,5,permutations,0.19,7
105,0.2530701804161072,5,combinations_with_rep,0.19,7
175,0.2415466356277466,5,product,0.2,7
140,0.19201748371124266,5,permutations,0.2,7
105,0.3139504933357239,5,combinations_with_rep,0.2,7
175,0.2105243444442749,5,product,0.21000000000000002,7
175,0.19186885595321657,5,product,0.22999999999999998,7
140,0.1924707841873169,5,permutations,0.22999999999999998,7
105,0.4452307677268982,5,combinations_with_rep,0.22999999999999998,7
175,0.18835809469223022,5,product,0.24,7
140,0.185799458026886,5,permutations,0.24,7
140,0.1928978133201599,5,permutations,0.21000000000000002,7
105,0.3060160279273987,5,combinations_with_rep,0.21000000000000002,7
175,0.18776604652404785,5,product,0.22000000000000003,7
140,0.1967199468612671,5,permutations,0.22000000000000003,7
105,0.3529922842979431,5,combinations_with_rep,0.22000000000000003,7
175,1.030648856163025,5,product,0.08,7
140,1.2763822746276856,5,permutations,0.08,7
105,0.7078846192359924,5,combinations_with_rep,0.08,7
175,0.9870303201675416,5,product,0.09,7
140,0.7950213027000427,5,permutations,0.09,7
140,1.4266478061676025,5,permutations,0.060000000000000005,7
105,0.772829556465149,5,combinations_with_rep,0.060000000000000005,7
175,1.3287868618965148,5,product,0.07,7
140,1.0213311886787415,5,permutations,0.07,7
105,0.9291327118873596,5,combinations_with_rep,0.07,7
70,0.6264261412620544,4,combinations_with_rep,0.25,7
175,1.550194857120514,5,product,0.05,7
140,1.6675002217292785,5,permutations,0.05,7
105,1.2098827838897706,5,combinations_with_rep,0.05,7
175,1.4707075023651124,5,product,0.060000000000000005,7
105,0.47521899700164794,5,combinations_with_rep,0.24,7
175,0.2307313561439514,5,product,0.25,7
140,0.2613940191268921,5,permutations,0.25,7
105,0.45211602687835695,5,combinations_with_rep,0.25,7
252,1.5293028450012207,6,product,0.05,7
147,0.30203335285186766,6,combinations_with_rep,0.13,7
252,0.6394124913215637,6,product,0.14,7
210,0.44888131141662596,6,permutations,0.14,7
147,0.2649461913108826,6,combinations_with_rep,0.14,7
252,0.9177065539360046,6,product,0.15000000000000002,7
252,0.45450157403945923,6,product,0.16999999999999998,7
210,0.4065295338630676,6,permutations,0.16999999999999998,7
147,0.18080045223236085,6,combinations_with_rep,0.16999999999999998,7
252,0.6358012557029724,6,product,0.18,7
210,0.39571173906326296,6,permutations,0.18,7
210,0.6312267208099365,6,permutations,0.15000000000000002,7
147,0.23746534585952758,6,combinations_with_rep,0.15000000000000002,7
252,0.42191022396087646,6,product,0.16,7
210,0.8003929448127747,6,permutations,0.16,7
147,0.1887049627304077,6,combinations_with_rep,0.16,7
252,0.9126874327659606,6,product,0.12000000000000001,7
210,0.9546170163154603,6,permutations,0.12000000000000001,7
147,0.4015990710258484,6,combinations_with_rep,0.12000000000000001,7
252,0.7088193416595459,6,product,0.13,7
210,0.7659261488914489,6,permutations,0.13,7
210,1.0911809229850769,6,permutations,0.1,7
147,0.8186490225791931,6,combinations_with_rep,0.1,7
252,1.0803203773498535,6,product,0.11,7
210,1.2374903464317322,6,permutations,0.11,7
147,0.6990470623970032,6,combinations_with_rep,0.11,7
147,0.19943549156188964,6,combinations_with_rep,0.18,7
252,0.49962659358978273,6,product,0.19,7
210,0.2820104026794434,6,permutations,0.19,7
147,0.201488938331604,6,combinations_with_rep,0.19,7
252,0.339332230091095,6,product,0.2,7
252,0.22561416864395142,6,product,0.22000000000000003,7
210,0.23233535528182983,6,permutations,0.22000000000000003,7
147,0.23546594858169556,6,combinations_with_rep,0.22000000000000003,7
252,0.22849334955215453,6,product,0.22999999999999998,7
210,0.19605318069458008,6,permutations,0.22999999999999998,7
147,0.27684980392456054,6,combinations_with_rep,0.22999999999999998,7
252,0.21698176860809326,6,product,0.24,7
210,0.19776294469833375,6,permutations,0.24,7
147,0.27383942127227784,6,combinations_with_rep,0.24,7
252,0.1831881284713745,6,product,0.25,7
210,0.2692135548591614,6,permutations,0.2,7
147,0.24756749391555785,6,combinations_with_rep,0.2,7
252,0.3287493324279785,6,product,0.21000000000000002,7
210,0.23128286600112916,6,permutations,0.21000000000000002,7
147,0.2242467522621155,6,combinations_with_rep,0.21000000000000002,7
147,0.9792216396331788,6,combinations_with_rep,0.08,7
252,1.418701994419098,6,product,0.09,7
210,1.2316194081306457,6,permutations,0.09,7
147,0.8230012345314026,6,combinations_with_rep,0.09,7
252,1.0518887615203858,6,product,0.1,7
252,1.1127113914489746,6,product,0.07,7
210,1.2639361906051636,6,permutations,0.07,7
147,1.1547386288642882,6,combinations_with_rep,0.07,7
252,1.4615286993980408,6,product,0.08,7
210,1.2520740032196045,6,permutations,0.08,7
210,1.3877777028083802,6,permutations,0.05,7
147,1.4063151168823242,6,combinations_with_rep,0.05,7
252,1.6617960143089294,6,product,0.060000000000000005,7
210,1.6786232376098633,6,permutations,0.060000000000000005,7
147,1.6372203636169433,6,combinations_with_rep,0.060000000000000005,7
196,0.7880607390403748,7,combinations_with_rep,0.12000000000000001,7
343,0.7620479249954224,7,product,0.13,7
294,1.0122861647605896,7,permutations,0.13,7
196,0.6393434166908264,7,combinations_with_rep,0.13,7
343,1.0759891080856323,7,product,0.14,7
294,0.9300725054740906,7,permutations,0.14,7
196,0.4156102466583252,7,combinations_with_rep,0.14,7
343,1.0662805128097534,7,product,0.15000000000000002,7
294,1.1788276243209839,7,permutations,0.15000000000000002,7
196,0.40880078077316284,7,combinations_with_rep,0.15000000000000002,7
343,1.0893348813056947,7,product,0.11,7
294,1.0437429141998291,7,permutations,0.11,7
196,0.829744393825531,7,combinations_with_rep,0.11,7
343,1.1643995785713195,7,product,0.12000000000000001,7
294,0.7777887105941772,7,permutations,0.12000000000000001,7
343,1.0289892077445983,7,product,0.16,7
294,0.7893770909309388,7,permutations,0.16,7
196,0.2982689070701599,7,combinations_with_rep,0.16,7
343,0.8226585030555725,7,product,0.16999999999999998,7
294,0.5267178177833557,7,permutations,0.16999999999999998,7
196,0.249373242855072,7,combinations_with_rep,0.22000000000000003,7
343,0.2767659687995911,7,product,0.22999999999999998,7
294,0.30288880348205566,7,permutations,0.22999999999999998,7
196,0.23461714744567871,7,combinations_with_rep,0.22999999999999998,7
343,0.24007875204086304,7,product,0.24,7
196,0.271618435382843,7,combinations_with_rep,0.16999999999999998,7
343,0.3860528039932251,7,product,0.18,7
294,0.8707167720794677,7,permutations,0.18,7
196,0.26837065935134885,7,combinations_with_rep,0.18,7
343,0.5909190154075623,7,product,0.19,7
294,0.5643201875686645,7,permutations,0.19,7
196,0.1668845796585083,7,combinations_with_rep,0.19,7
343,0.5823968625068665,7,product,0.2,7
294,0.45533777713775636,7,permutations,0.2,7
196,0.21901077032089233,7,combinations_with_rep,0.2,7
343,0.6550738334655761,7,product,0.21000000000000002,7
294,0.441336944103241,7,permutations,0.21000000000000002,7
196,0.2524890518188477,7,combinations_with_rep,0.21000000000000002,7
343,0.5257850623130799,7,product,0.22000000000000003,7
294,0.3018379783630371,7,permutations,0.22000000000000003,7
196,1.1213435339927673,7,combinations_with_rep,0.07,7
343,1.788189811706543,7,product,0.08,7
294,1.6070055270195007,7,permutations,0.08,7
196,1.321885507106781,7,combinations_with_rep,0.08,7
343,1.3249850940704346,7,product,0.09,7
294,1.4522884035110473,7,permutations,0.09,7
196,1.1263360071182251,7,combinations_with_rep,0.09,7
343,1.694678738117218,7,product,0.1,7
294,2.1377209305763243,7,permutations,0.1,7
196,0.9833939051628113,7,combinations_with_rep,0.1,7
210,0.1874954128265381,6,permutations,0.25,7
147,0.33088309288024903,6,combinations_with_rep,0.25,7
343,2.5917944836616518,7,product,0.05,7
294,2.485609083175659,7,permutations,0.05,7
196,2.360656542778015,7,combinations_with_rep,0.05,7
294,0.24896454572677612,7,permutations,0.24,7
196,0.33369022369384765,7,combinations_with_rep,0.24,7
343,0.3219058752059937,7,product,0.25,7
294,0.23457267999649048,7,permutations,0.25,7
196,0.35310753583908083,7,combinations_with_rep,0.25,7
343,2.664057388305664,7,product,0.060000000000000005,7
294,2.098432915210724,7,permutations,0.060000000000000005,7
196,1.3251156854629516,7,combinations_with_rep,0.060000000000000005,7
343,2.462364187240601,7,product,0.07,7
294,1.7092675018310546,7,permutations,0.07,7
252,0.46189753293991087,8,combinations_with_rep,0.16,7
448,0.41005454063415525,8,product,0.16999999999999998,7
392,0.7663624048233032,8,permutations,0.16999999999999998,7
252,0.37879297256469724,8,combinations_with_rep,0.16999999999999998,7
448,0.5295476412773132,8,product,0.18,7
392,1.3105008149147033,8,permutations,0.13,7
252,0.9731663131713867,8,combinations_with_rep,0.13,7
448,0.8814335441589356,8,product,0.14,7
392,0.8917896914482116,8,permutations,0.14,7
252,0.9044748783111572,8,combinations_with_rep,0.14,7
448,1.268029968738556,8,product,0.15000000000000002,7
392,0.9167734622955322,8,permutations,0.15000000000000002,7
252,0.465548951625824,8,combinations_with_rep,0.15000000000000002,7
448,0.7910342144966126,8,product,0.16,7
392,0.8174524688720703,8,permutations,0.16,7
252,0.8125726461410523,8,combinations_with_rep,0.11,7
448,1.3504404926300049,8,product,0.12000000000000001,7
392,1.1762124967575074,8,permutations,0.12000000000000001,7
252,1.1263065719604493,8,combinations_with_rep,0.12000000000000001,7
448,1.2325006985664368,8,product,0.13,7
252,0.28247995138168336,8,combinations_with_rep,0.21000000000000002,7
448,0.30838585138320923,8,product,0.22000000000000003,7
392,0.41020968437194827,8,permutations,0.22000000000000003,7
252,0.22796414613723756,8,combinations_with_rep,0.22000000000000003,7
448,0.38657814264297485,8,product,0.22999999999999998,7
392,1.4474410486221314,8,permutations,0.08,7
252,1.4775915122032166,8,combinations_with_rep,0.08,7
448,1.3837896704673767,8,product,0.09,7
392,1.8578332877159118,8,permutations,0.09,7
252,1.1362840223312378,8,combinations_with_rep,0.09,7
448,2.418144860267639,8,product,0.1,7
392,1.7250950026512146,8,permutations,0.1,7
252,0.7777145171165466,8,combinations_with_rep,0.1,7
448,1.645949397087097,8,product,0.11,7
392,0.8388513135910034,8,permutations,0.11,7
392,0.4134708094596863,8,permutations,0.22999999999999998,7
252,0.2621540808677673,8,combinations_with_rep,0.22999999999999998,7
448,0.28347498416900635,8,product,0.24,7
392,0.285166118144989,8,permutations,0.24,7
252,0.2950848054885864,8,combinations_with_rep,0.24,7
392,0.8100835251808166,8,permutations,0.18,7
252,0.2954117345809937,8,combinations_with_rep,0.18,7
448,0.45277053594589234,8,product,0.19,7
392,0.4990710830688477,8,permutations,0.19,7
252,0.24326817512512208,8,combinations_with_rep,0.19,7
448,0.40445977449417114,8,product,0.2,7
392,0.8227397775650025,8,permutations,0.2,7
252,0.26578068256378173,8,combinations_with_rep,0.2,7
448,0.421010160446167,8,product,0.21000000000000002,7
392,0.6279593515396118,8,permutations,0.21000000000000002,7
448,0.30822488307952883,8,product,0.25,7
392,0.30852269887924194,8,permutations,0.25,7
252,0.31210363626480103,8,combinations_with_rep,0.25,7
72,1.1804885363578796,3,product,0.05,8
48,0.7488783121109008,3,permutations,0.05,8
252,1.8395124077796936,8,combinations_with_rep,0.060000000000000005,7
448,1.8015260243415832,8,product,0.07,7
392,2.2438602161407473,8,permutations,0.07,7
252,1.8711832427978516,8,combinations_with_rep,0.07,7
448,2.6448088908195495,8,product,0.08,7
72,0.5454185962677002,3,product,0.09,8
48,0.5058360528945923,3,permutations,0.09,8
48,0.8027523255348206,3,combinations_with_rep,0.09,8
72,0.4428829145431519,3,product,0.1,8
48,0.547738401889801,3,permutations,0.1,8
48,0.4807711505889893,3,permutations,0.07,8
48,0.6214510488510132,3,combinations_with_rep,0.07,8
72,0.6771266341209412,3,product,0.08,8
48,0.4676721668243408,3,permutations,0.08,8
48,0.7471211528778077,3,combinations_with_rep,0.08,8
48,0.6839549326896668,3,combinations_with_rep,0.05,8
72,0.8312866306304931,3,product,0.060000000000000005,8
48,0.5995983052253723,3,permutations,0.060000000000000005,8
48,0.568098874092102,3,combinations_with_rep,0.060000000000000005,8
72,0.8461905503273011,3,product,0.07,8
48,0.9161061954498291,3,combinations_with_rep,0.1,8
72,0.46832100629806517,3,product,0.11,8
48,0.7353885531425476,3,permutations,0.11,8
48,1.2406244730949403,3,combinations_with_rep,0.11,8
72,0.37161744832992555,3,product,0.12000000000000001,8
48,0.8511321473121644,3,permutations,0.12000000000000001,8
48,1.2965691184997559,3,combinations_with_rep,0.12000000000000001,8
72,0.3888784098625183,3,product,0.13,8
48,0.9339508867263794,3,permutations,0.13,8
48,1.5236046099662781,3,combinations_with_rep,0.13,8
448,4.508864061832428,8,product,0.05,7
392,3.4295835661888123,8,permutations,0.05,7
252,1.978073947429657,8,combinations_with_rep,0.05,7
448,2.166326177120209,8,product,0.060000000000000005,7
392,2.6888757038116453,8,permutations,0.060000000000000005,7
72,0.4468920111656189,3,product,0.14,8
48,1.0820441961288452,3,permutations,0.14,8
48,1.6803145480155945,3,combinations_with_rep,0.14,8
72,0.44301991939544677,3,product,0.15000000000000002,8
48,1.3466896796226502,3,permutations,0.15000000000000002,8
48,1.8071118307113647,3,combinations_with_rep,0.15000000000000002,8
72,0.4854369068145752,3,product,0.16,8
48,1.441848680973053,3,permutations,0.16,8
48,1.8793739366531372,3,combinations_with_rep,0.16,8
72,0.7249237561225891,3,product,0.16999999999999998,8
48,1.573295624256134,3,permutations,0.16999999999999998,8
48,2.0765851664543153,3,combinations_with_rep,0.16999999999999998,8
72,0.8202638387680053,3,product,0.18,8
48,1.8895332026481628,3,permutations,0.18,8
48,2.1283052921295167,3,combinations_with_rep,0.18,8
72,1.0053377032279969,3,product,0.19,8
48,1.8608875846862794,3,permutations,0.19,8
48,2.0997982168197633,3,combinations_with_rep,0.19,8
72,1.3319683241844178,3,product,0.2,8
48,2.1450713539123534,3,permutations,0.2,8
96,1.315975956916809,4,permutations,0.060000000000000005,8
80,0.9895131301879883,4,combinations_with_rep,0.060000000000000005,8
128,1.4059255409240723,4,product,0.07,8
96,1.1930973601341248,4,permutations,0.07,8
80,0.5991910362243652,4,combinations_with_rep,0.07,8
128,1.1213396334648131,4,product,0.08,8
96,0.7672859334945679,4,permutations,0.08,8
80,0.5251097702980041,4,combinations_with_rep,0.08,8
128,1.2933898329734803,4,product,0.09,8
96,0.6199224805831909,4,permutations,0.09,8
48,2.3834748578071596,3,combinations_with_rep,0.2,8
72,1.5158301043510436,3,product,0.21000000000000002,8
48,1.9919820857048034,3,permutations,0.21000000000000002,8
48,2.4273965692520143,3,combinations_with_rep,0.21000000000000002,8
72,1.7427462553977966,3,product,0.22000000000000003,8
96,0.4993137860298157,4,permutations,0.11,8
80,0.47058863878250123,4,combinations_with_rep,0.11,8
128,0.7843229484558105,4,product,0.12000000000000001,8
96,0.3906355571746826,4,permutations,0.12000000000000001,8
80,0.682151939868927,4,combinations_with_rep,0.12000000000000001,8
80,0.5030612969398498,4,combinations_with_rep,0.09,8
128,0.8702025938034058,4,product,0.1,8
96,0.6446804308891296,4,permutations,0.1,8
80,0.5180700325965881,4,combinations_with_rep,0.1,8
128,0.8887198138236999,4,product,0.11,8
48,2.220088548660278,3,permutations,0.22000000000000003,8
48,2.353296320438385,3,combinations_with_rep,0.22000000000000003,8
72,1.6988116574287415,3,product,0.22999999999999998,8
48,2.265767455101013,3,permutations,0.22999999999999998,8
48,2.49293966293335,3,combinations_with_rep,0.22999999999999998,8
128,0.6318396329879761,4,product,0.13,8
96,0.34480833292007446,4,permutations,0.13,8
80,0.6698279571533203,4,combinations_with_rep,0.13,8
128,0.5423638439178466,4,product,0.14,8
96,0.44592771053314206,4,permutations,0.14,8
48,2.465143630504608,3,combinations_with_rep,0.25,8
128,2.043350360393524,4,product,0.05,8
96,1.2651041412353516,4,permutations,0.05,8
80,1.234799597263336,4,combinations_with_rep,0.05,8
128,1.719253623485565,4,product,0.060000000000000005,8
80,0.9651958298683166,4,combinations_with_rep,0.14,8
128,0.403041250705719,4,product,0.15000000000000002,8
96,0.4011694574356079,4,permutations,0.15000000000000002,8
80,0.9243455576896668,4,combinations_with_rep,0.15000000000000002,8
128,0.3974404621124268,4,product,0.16,8
72,2.4628554725646974,3,product,0.24,8
48,2.2668614864349363,3,permutations,0.24,8
48,2.4158634305000306,3,combinations_with_rep,0.24,8
72,2.0631764793395995,3,product,0.25,8
48,2.4692680263519287,3,permutations,0.25,8
96,0.4625598907470703,4,permutations,0.16,8
80,1.339923985004425,4,combinations_with_rep,0.16,8
128,0.3743731141090393,4,product,0.16999999999999998,8
96,0.5356345272064209,4,permutations,0.16999999999999998,8
80,1.5396137619018555,4,combinations_with_rep,0.16999999999999998,8
128,0.3630201268196106,4,product,0.18,8
96,0.5333492398262024,4,permutations,0.18,8
80,1.688912250995636,4,combinations_with_rep,0.18,8
128,0.5256434488296509,4,product,0.19,8
96,0.7587668776512146,4,permutations,0.19,8
80,2.112032024860382,4,combinations_with_rep,0.19,8
128,0.46893508434295655,4,product,0.2,8
96,1.084509608745575,4,permutations,0.2,8
80,2.3952604603767393,4,combinations_with_rep,0.2,8
128,0.5357166981697082,4,product,0.21000000000000002,8
160,1.2363605570793152,5,permutations,0.1,8
120,0.6460814881324768,5,combinations_with_rep,0.1,8
200,1.277443995475769,5,product,0.11,8
160,1.2433921384811402,5,permutations,0.11,8
120,0.4256373143196106,5,combinations_with_rep,0.11,8
96,1.0061568474769593,4,permutations,0.21000000000000002,8
80,2.245092206001282,4,combinations_with_rep,0.21000000000000002,8
