size,time,top_individuals,crossover,mutation_rate,board_size
100,0.011875791549682617,5,permutations,0.16,5
75,0.013143768310546875,5,combinations_with_rep,0.16,5
125,0.013125884532928466,5,product,0.16999999999999998,5
100,0.011250741481781006,5,permutations,0.16999999999999998,5
75,0.011407015323638916,5,combinations_with_rep,0.16999999999999998,5
125,0.010781950950622558,5,product,0.18,5
100,0.012585258483886719,5,permutations,0.18,5
75,0.012344558238983155,5,combinations_with_rep,0.18,5
125,0.012969608306884766,5,product,0.19,5
100,0.010781965255737304,5,permutations,0.19,5
75,0.01455012321472168,5,combinations_with_rep,0.19,5
125,0.013282129764556885,5,product,0.2,5
100,0.01031318426132202,5,permutations,0.2,5
75,0.011094486713409424,5,combinations_with_rep,0.2,5
125,0.014063429832458497,5,product,0.21000000000000002,5
100,0.011960210800170899,5,permutations,0.21000000000000002,5
75,0.010000662803649902,5,combinations_with_rep,0.21000000000000002,5
125,0.010781960487365723,5,product,0.22000000000000003,5
100,0.010313181877136231,5,permutations,0.22000000000000003,5
75,0.01392507553100586,5,combinations_with_rep,0.22000000000000003,5
125,0.012500824928283692,5,product,0.22999999999999998,5
100,0.01031317949295044,5,permutations,0.22999999999999998,5
75,0.010938234329223633,5,combinations_with_rep,0.22999999999999998,5
125,0.012657079696655273,5,product,0.24,5
100,0.012813351154327392,5,permutations,0.24,5
75,0.015085413455963134,5,combinations_with_rep,0.24,5
125,0.012188310623168946,5,product,0.25,5
100,0.014688472747802734,5,permutations,0.25,5
75,0.013143768310546875,5,combinations_with_rep,0.25,5
180,0.020626366138458252,6,product,0.05,5
150,0.023595311641693116,6,permutations,0.05,5
105,0.031150720119476318,6,combinations_with_rep,0.05,5
180,0.02297027111053467,6,product,0.060000000000000005,5
150,0.020710785388946534,6,permutations,0.060000000000000005,5
105,0.024532871246337892,6,combinations_with_rep,0.060000000000000005,5
180,0.015018904209136963,6,product,0.07,5
150,0.017501156330108642,6,permutations,0.07,5
105,0.014375953674316407,6,combinations_with_rep,0.07,5
180,0.017585623264312743,6,product,0.08,5
150,0.012825582027435303,6,permutations,0.08,5
105,0.020897102355957032,6,combinations_with_rep,0.08,5
180,0.0160232949256897,6,product,0.09,5
150,0.011875784397125244,6,permutations,0.19,5
105,0.012657089233398438,6,combinations_with_rep,0.19,5
180,0.013907179832458497,6,product,0.2,5
150,0.011178946495056153,6,permutations,0.2,5
105,0.01095045804977417,6,combinations_with_rep,0.2,5
180,0.014802947044372558,6,product,0.21000000000000002,5
150,0.013750908374786376,6,permutations,0.21000000000000002,5
105,0.011491749286651611,6,combinations_with_rep,0.21000000000000002,5
180,0.01370774507522583,6,product,0.22000000000000003,5
150,0.011972317695617676,6,permutations,0.22000000000000003,5
105,0.013907196521759034,6,combinations_with_rep,0.12000000000000001,5
180,0.015000982284545899,6,product,0.13,5
150,0.012188308238983155,6,permutations,0.13,5
105,0.014772942066192627,6,combinations_with_rep,0.13,5
180,0.013606891632080079,6,product,0.14,5
150,0.01339653491973877,6,permutations,0.14,5
105,0.012344574928283692,6,combinations_with_rep,0.14,5
180,0.013679378032684326,6,product,0.15000000000000002,5
150,0.013082711696624756,6,permutations,0.15000000000000002,5
105,0.012284846305847167,6,combinations_with_rep,0.15000000000000002,5
180,0.013125867843627929,6,product,0.16,5
150,0.012969605922698975,6,permutations,0.16,5
105,0.015157251358032227,6,combinations_with_rep,0.16,5
180,0.014616689682006835,6,product,0.16999999999999998,5
150,0.013763141632080079,6,permutations,0.16999999999999998,5
105,0.012927818298339843,6,combinations_with_rep,0.16999999999999998,5
180,0.012969608306884766,6,product,0.18,5
150,0.012585563659667969,6,permutations,0.18,5
105,0.012457668781280518,6,combinations_with_rep,0.18,5
180,0.014941272735595703,6,product,0.19,5
150,0.013300037384033203,6,permutations,0.09,5
105,0.017032372951507568,6,combinations_with_rep,0.09,5
180,0.0156260347366333,6,product,0.1,5
150,0.014929208755493164,6,permutations,0.1,5
105,0.015169479846954347,6,combinations_with_rep,0.1,5
180,0.014334166049957275,6,product,0.11,5
150,0.014219694137573242,6,permutations,0.11,5
105,0.016648330688476563,6,combinations_with_rep,0.11,5
180,0.014957840442657471,6,product,0.12000000000000001,5
150,0.01353492498397827,6,permutations,0.12000000000000001,5
105,0.014844729900360107,6,combinations_with_rep,0.22000000000000003,5
180,0.01571049690246582,6,product,0.22999999999999998,5
150,0.012825582027435303,6,permutations,0.22999999999999998,5
105,0.01511547327041626,6,combinations_with_rep,0.22999999999999998,5
180,0.012813348770141602,6,product,0.24,5
150,0.01305434226989746,6,permutations,0.24,5
105,0.013082709312438965,6,combinations_with_rep,0.24,5
180,0.0138474440574646,6,product,0.25,5
150,0.013282136917114258,6,permutations,0.25,5
105,0.012585489749908448,6,combinations_with_rep,0.25,5
210,0.013750910758972168,7,permutations,0.08,5
140,0.0172733736038208,7,combinations_with_rep,0.08,5
245,0.017458007335662842,7,product,0.09,5
210,0.015566306114196777,7,permutations,0.09,5
140,0.018452136516571044,7,combinations_with_rep,0.09,5
245,0.015313518047332764,7,product,0.1,5
210,0.01859497547149658,7,permutations,0.1,5
140,0.017273430824279786,7,combinations_with_rep,0.1,5
245,0.015637853145599366,7,product,0.11,5
210,0.016575145721435546,7,permutations,0.11,5
245,0.027586297988891603,7,product,0.05,5
210,0.025440878868103027,7,permutations,0.05,5
140,0.028524115085601806,7,combinations_with_rep,0.05,5
245,0.01636418581008911,7,product,0.060000000000000005,5
210,0.02690171718597412,7,permutations,0.060000000000000005,5
140,0.025086669921875,7,combinations_with_rep,0.060000000000000005,5
245,0.01640733003616333,7,product,0.07,5
210,0.018054740428924562,7,permutations,0.07,5
140,0.017981746196746827,7,combinations_with_rep,0.07,5
245,0.01829402446746826,7,product,0.08,5
140,0.013395226001739502,7,combinations_with_rep,0.11,5
245,0.017753958702087402,7,product,0.12000000000000001,5
210,0.01446061372756958,7,permutations,0.12000000000000001,5
140,0.015554790496826171,7,combinations_with_rep,0.12000000000000001,5
245,0.016876106262207032,7,product,0.13,5
210,0.015085787773132324,7,permutations,0.13,5
140,0.01671986103057861,7,combinations_with_rep,0.13,5
245,0.017356712818145752,7,product,0.14,5
210,0.016431219577789306,7,permutations,0.14,5
140,0.014688470363616944,7,combinations_with_rep,0.14,5
210,0.013835570812225341,7,permutations,0.18,5
140,0.012585833072662353,7,combinations_with_rep,0.18,5
245,0.015626037120819093,7,product,0.19,5
210,0.012969613075256348,7,permutations,0.19,5
140,0.011648051738739014,7,combinations_with_rep,0.19,5
245,0.012813355922698975,7,product,0.2,5
210,0.01407524585723877,7,permutations,0.2,5
140,0.013918721675872802,7,combinations_with_rep,0.2,5
245,0.01407576322555542,7,product,0.21000000000000002,5
210,0.013907160758972168,7,permutations,0.21000000000000002,5
245,0.01680452823638916,7,product,0.15000000000000002,5
210,0.013992185592651368,7,permutations,0.15000000000000002,5
140,0.012813348770141602,7,combinations_with_rep,0.15000000000000002,5
245,0.013438382148742677,7,product,0.16,5
210,0.01446075439453125,7,permutations,0.16,5
140,0.012969601154327392,7,combinations_with_rep,0.16,5
245,0.01235637903213501,7,product,0.16999999999999998,5
210,0.013293685913085938,7,permutations,0.16999999999999998,5
140,0.0132944655418396,7,combinations_with_rep,0.16999999999999998,5
245,0.016876115798950195,7,product,0.18,5
140,0.01336679220199585,7,combinations_with_rep,0.21000000000000002,5
245,0.015554792881011963,7,product,0.22000000000000003,5
210,0.012344555854797363,7,permutations,0.22000000000000003,5
140,0.011094486713409424,7,combinations_with_rep,0.22000000000000003,5
245,0.015398311614990234,7,product,0.22999999999999998,5
210,0.01421968936920166,7,permutations,0.22999999999999998,5
140,0.014700286388397217,7,combinations_with_rep,0.22999999999999998,5
245,0.016431217193603517,7,product,0.24,5
210,0.015938565731048585,7,permutations,0.24,5
140,0.013438386917114258,7,combinations_with_rep,0.24,5
245,0.014460623264312744,7,product,0.25,5
210,0.015398521423339844,7,permutations,0.25,5
140,0.016407325267791747,7,combinations_with_rep,0.25,5
320,0.02164872407913208,8,product,0.05,5
280,0.022200794219970704,8,permutations,0.05,5
180,0.027369439601898193,8,combinations_with_rep,0.05,5
320,0.022345221042633055,8,product,0.060000000000000005,5
280,0.017657418251037598,8,permutations,0.060000000000000005,5
180,0.020794286727905273,8,combinations_with_rep,0.060000000000000005,5
320,0.017813687324523927,8,product,0.07,5
280,0.026336746215820314,8,permutations,0.07,5
180,0.01852351188659668,8,combinations_with_rep,0.07,5
320,0.02188826322555542,8,product,0.08,5
280,0.018450276851654054,8,permutations,0.08,5
180,0.01704470634460449,8,combinations_with_rep,0.08,5
320,0.018751239776611327,8,product,0.09,5
280,0.01484473466873169,8,permutations,0.09,5
180,0.01673151731491089,8,combinations_with_rep,0.09,5
320,0.016094810962677,8,product,0.1,5
280,0.016407339572906493,8,permutations,0.1,5
320,0.01829478979110718,8,product,0.14,5
280,0.018438708782196046,8,permutations,0.14,5
180,0.015313520431518554,8,combinations_with_rep,0.14,5
320,0.016106476783752443,8,product,0.15000000000000002,5
280,0.013750903606414795,8,permutations,0.15000000000000002,5
180,0.013438398838043214,8,combinations_with_rep,0.15000000000000002,5
320,0.018836705684661864,8,product,0.16,5
280,0.016407337188720703,8,permutations,0.16,5
180,0.012584776878356933,8,combinations_with_rep,0.16,5
320,0.015085656642913819,8,product,0.16999999999999998,5
180,0.014075765609741211,8,combinations_with_rep,0.1,5
320,0.016876111030578612,8,product,0.11,5
280,0.01875124216079712,8,permutations,0.11,5
180,0.016575257778167724,8,combinations_with_rep,0.11,5
320,0.017813684940338134,8,product,0.12000000000000001,5
280,0.01671986103057861,8,permutations,0.12000000000000001,5
180,0.013680121898651122,8,combinations_with_rep,0.12000000000000001,5
320,0.020470097064971923,8,product,0.13,5
280,0.015866236686706545,8,permutations,0.13,5
180,0.012116718292236327,8,combinations_with_rep,0.13,5
280,0.015938558578491212,8,permutations,0.16999999999999998,5
180,0.01421968936920166,8,combinations_with_rep,0.16999999999999998,5
320,0.014387617111206055,8,product,0.18,5
280,0.014532203674316407,8,permutations,0.18,5
180,0.01343839406967163,8,combinations_with_rep,0.18,5
320,0.016492812633514403,8,product,0.19,5
280,0.017344889640808107,8,permutations,0.19,5
180,0.013594655990600587,8,combinations_with_rep,0.19,5
320,0.01641968488693237,8,product,0.2,5
280,0.014688472747802734,8,permutations,0.2,5
180,0.014063432216644287,8,combinations_with_rep,0.2,5
320,0.014543886184692384,8,product,0.21000000000000002,5
280,0.0157822847366333,8,permutations,0.21000000000000002,5
180,0.011875782012939453,8,combinations_with_rep,0.21000000000000002,5
320,0.01687612771987915,8,product,0.22000000000000003,5
280,0.01680532217025757,8,permutations,0.22000000000000003,5
180,0.014375953674316407,8,combinations_with_rep,0.22000000000000003,5
320,0.016647536754608155,8,product,0.22999999999999998,5
280,0.015398192405700683,8,permutations,0.22999999999999998,5
180,0.015469768047332765,8,combinations_with_rep,0.22999999999999998,5
54,0.3139784812927246,3,product,0.13,6
36,0.18450261831283568,3,permutations,0.13,6
36,0.22322654008865356,3,combinations_with_rep,0.13,6
54,0.2833234286308289,3,product,0.14,6
36,0.20478108644485474,3,permutations,0.14,6
36,0.24721758365631102,3,combinations_with_rep,0.14,6
54,0.2792071032524109,3,product,0.15000000000000002,6
36,0.19845811367034913,3,permutations,0.15000000000000002,6
36,0.3137294507026672,3,combinations_with_rep,0.15000000000000002,6
54,0.24756743907928466,3,product,0.16,6
36,0.21207021713256835,3,permutations,0.16,6
36,0.30542662382125857,3,combinations_with_rep,0.16,6
54,0.20053299903869629,3,product,0.16999999999999998,6
36,0.22158658266067505,3,permutations,0.16999999999999998,6
36,0.3466335606575012,3,combinations_with_rep,0.16999999999999998,6
54,0.210493483543396,3,product,0.18,6
36,0.23254764556884766,3,permutations,0.18,6
36,0.3446589708328247,3,combinations_with_rep,0.18,6
54,0.21635109186172485,3,product,0.19,6
36,0.2687403392791748,3,permutations,0.19,6
36,0.3522230291366577,3,combinations_with_rep,0.19,6
54,0.16668015956878662,3,product,0.2,6
36,0.23436466932296754,3,permutations,0.2,6
36,0.39863014698028565,3,combinations_with_rep,0.2,6
54,0.19186202049255371,3,product,0.21000000000000002,6
36,0.29156718015670774,3,permutations,0.21000000000000002,6
36,0.4104110026359558,3,combinations_with_rep,0.21000000000000002,6
54,0.2061953854560852,3,product,0.22000000000000003,6
36,0.3127332925796509,3,permutations,0.22000000000000003,6
36,0.41131345510482786,3,combinations_with_rep,0.22000000000000003,6
36,0.3059242367744446,3,combinations_with_rep,0.09,6
54,0.5393225240707398,3,product,0.1,6
36,0.2570813822746277,3,permutations,0.1,6
36,0.20538751363754273,3,combinations_with_rep,0.1,6
54,0.6430741119384765,3,product,0.11,6
36,0.2528458023071289,3,permutations,0.11,6
36,0.2727396512031555,3,combinations_with_rep,0.11,6
54,0.4386505270004272,3,product,0.12000000000000001,6
36,0.22701343774795532,3,permutations,0.12000000000000001,6
36,0.2525144529342651,3,combinations_with_rep,0.12000000000000001,6
320,0.017813680171966554,8,product,0.24,5
280,0.016731510162353514,8,permutations,0.24,5
180,0.016094815731048585,8,combinations_with_rep,0.24,5
320,0.016876122951507568,8,product,0.25,5
280,0.013055076599121094,8,permutations,0.25,5
180,0.013438396453857422,8,combinations_with_rep,0.25,5
54,1.2262902665138244,3,product,0.05,6
36,0.8218041920661926,3,permutations,0.05,6
36,0.7591521120071412,3,combinations_with_rep,0.05,6
54,0.9996509265899658,3,product,0.060000000000000005,6
54,0.20050694465637206,3,product,0.22999999999999998,6
36,0.31777119874954224,3,permutations,0.22999999999999998,6
36,0.4647947096824646,3,combinations_with_rep,0.22999999999999998,6
54,0.22922616958618164,3,product,0.24,6
36,0.377410933971405,3,permutations,0.24,6
36,0.5392195177078247,3,combinations_with_rep,0.24,6
54,0.2756244325637817,3,product,0.25,6
36,0.3701061224937439,3,permutations,0.25,6
36,0.433482301235199,3,combinations_with_rep,0.25,6
96,1.9257116603851319,4,product,0.05,6
36,0.5888366818428039,3,permutations,0.060000000000000005,6
36,0.5840000247955323,3,combinations_with_rep,0.060000000000000005,6
54,0.7970008468627929,3,product,0.07,6
36,0.6898602056503296,3,permutations,0.07,6
36,0.5304812741279602,3,combinations_with_rep,0.07,6
54,0.7858350825309753,3,product,0.08,6
36,0.5097802186012268,3,permutations,0.08,6
36,0.41540286302566526,3,combinations_with_rep,0.08,6
54,0.7734296321868896,3,product,0.09,6
36,0.36801230669021606,3,permutations,0.09,6
60,0.26813454866409303,4,combinations_with_rep,0.18,6
96,0.40650042057037356,4,product,0.19,6
72,0.21718045711517334,4,permutations,0.19,6
60,0.22630669593811034,4,combinations_with_rep,0.19,6
96,0.27324881315231325,4,product,0.2,6
72,0.1845429277420044,4,permutations,0.2,6
60,0.28701478004455566,4,combinations_with_rep,0.2,6
96,0.333762001991272,4,product,0.21000000000000002,6
72,0.19888905048370362,4,permutations,0.21000000000000002,6
60,0.28789334297180175,4,combinations_with_rep,0.21000000000000002,6
96,0.22720330953598022,4,product,0.22000000000000003,6
72,0.22093070507049561,4,permutations,0.22000000000000003,6
60,0.30026907682418824,4,combinations_with_rep,0.22000000000000003,6
96,0.24626163244247437,4,product,0.22999999999999998,6
72,0.20664780139923095,4,permutations,0.22999999999999998,6
60,0.3250697660446167,4,combinations_with_rep,0.22999999999999998,6
96,0.2557754850387573,4,product,0.24,6
72,0.20367532968521118,4,permutations,0.24,6
60,0.37767079114913943,4,combinations_with_rep,0.24,6
96,0.15796335697174071,4,product,0.25,6
72,0.36284679412841797,4,permutations,0.15000000000000002,6
60,0.2363296318054199,4,combinations_with_rep,0.15000000000000002,6
96,0.5950842523574829,4,product,0.16,6
72,0.27045716524124147,4,permutations,0.16,6
60,0.21354290962219238,4,combinations_with_rep,0.16,6
96,0.5527559041976928,4,product,0.16999999999999998,6
72,0.2828080606460571,4,permutations,0.16999999999999998,6
60,0.27136088609695436,4,combinations_with_rep,0.16999999999999998,6
96,0.32795511960983276,4,product,0.18,6
72,0.25454538345336913,4,permutations,0.18,6
96,0.8749684453010559,4,product,0.12000000000000001,6
72,0.6582432222366333,4,permutations,0.12000000000000001,6
60,0.35493592739105223,4,combinations_with_rep,0.12000000000000001,6
96,0.7530040621757508,4,product,0.13,6
72,0.5303915548324585,4,permutations,0.13,6
60,0.27640193223953247,4,combinations_with_rep,0.13,6
96,0.9146213674545288,4,product,0.14,6
72,0.5667861938476563,4,permutations,0.14,6
60,0.2951276564598084,4,combinations_with_rep,0.14,6
96,0.6817686462402344,4,product,0.15000000000000002,6
90,0.3161297869682312,5,combinations_with_rep,0.16999999999999998,6
150,0.7710547256469726,5,product,0.18,6
120,0.5074793124198913,5,permutations,0.18,6
90,0.22166014671325684,5,combinations_with_rep,0.18,6
150,0.5174225997924805,5,product,0.19,6
120,0.47756553649902345,5,permutations,0.19,6
90,0.2883318972587585,5,combinations_with_rep,0.19,6
150,0.5014339828491211,5,product,0.2,6
120,0.34806601524353026,5,permutations,0.2,6
90,0.22809864997863769,5,combinations_with_rep,0.2,6
60,0.7697394943237305,4,combinations_with_rep,0.08,6
96,1.3213755941390992,4,product,0.09,6
72,1.0668101119995117,4,permutations,0.09,6
60,0.7048477077484131,4,combinations_with_rep,0.09,6
96,1.0760061407089234,4,product,0.1,6
72,0.8529944849014283,4,permutations,0.1,6
60,0.5423104548454285,4,combinations_with_rep,0.1,6
96,0.9911018013954163,4,product,0.11,6
72,0.7787407708168029,4,permutations,0.11,6
60,0.3980564260482788,4,combinations_with_rep,0.11,6
150,0.5073790836334229,5,product,0.21000000000000002,6
120,0.3237502360343933,5,permutations,0.21000000000000002,6
90,0.21489938020706176,5,combinations_with_rep,0.21000000000000002,6
150,0.328296332359314,5,product,0.22000000000000003,6
120,0.2832303738594055,5,permutations,0.22000000000000003,6
90,0.19786333084106444,5,combinations_with_rep,0.22000000000000003,6
150,0.39082606792449953,5,product,0.22999999999999998,6
120,0.213993136882782,5,permutations,0.22999999999999998,6
90,0.2249740481376648,5,combinations_with_rep,0.22999999999999998,6
150,0.2950855827331543,5,product,0.24,6
72,1.241559522151947,4,permutations,0.05,6
60,1.379379153251648,4,combinations_with_rep,0.05,6
96,1.472181477546692,4,product,0.060000000000000005,6
72,1.5324304127693176,4,permutations,0.060000000000000005,6
60,1.047143087387085,4,combinations_with_rep,0.060000000000000005,6
96,1.3981001830101014,4,product,0.07,6
72,1.320782015323639,4,permutations,0.07,6
60,1.0019812774658203,4,combinations_with_rep,0.07,6
96,1.2782001638412475,4,product,0.08,6
72,1.156881368160248,4,permutations,0.08,6
120,0.8600770568847657,5,permutations,0.14,6
90,0.4397317123413086,5,combinations_with_rep,0.14,6
150,0.9995813488960266,5,product,0.15000000000000002,6
120,0.9645343780517578,5,permutations,0.15000000000000002,6
90,0.44670495510101316,5,combinations_with_rep,0.15000000000000002,6
150,0.7945247340202332,5,product,0.16,6
120,0.6959218144416809,5,permutations,0.16,6
90,0.33974185943603513,5,combinations_with_rep,0.16,6
150,0.6665652346611023,5,product,0.16999999999999998,6
120,0.630826895236969,5,permutations,0.16999999999999998,6
150,1.2119378566741943,5,product,0.11,6
120,1.3096644639968873,5,permutations,0.11,6
90,0.8940951156616211,5,combinations_with_rep,0.11,6
150,1.19982093334198,5,product,0.12000000000000001,6
120,1.2730019068717957,5,permutations,0.12000000000000001,6
90,0.8985788583755493,5,combinations_with_rep,0.12000000000000001,6
150,0.7817263102531433,5,product,0.13,6
120,1.0949771118164062,5,permutations,0.13,6
90,0.5201518321037293,5,combinations_with_rep,0.13,6
150,1.1267212295532227,5,product,0.14,6
126,0.5895702743530273,6,combinations_with_rep,0.16,6
216,0.996036388874054,6,product,0.16999999999999998,6
180,1.23256751537323,6,permutations,0.16999999999999998,6
126,0.456780366897583,6,combinations_with_rep,0.16999999999999998,6
216,0.6403220868110657,6,product,0.18,6
180,0.6268038058280945,6,permutations,0.18,6
126,0.38007251262664793,6,combinations_with_rep,0.18,6
216,0.8222337865829468,6,product,0.19,6
180,0.7305178761482238,6,permutations,0.19,6
126,0.3028417921066284,6,combinations_with_rep,0.19,6
90,1.77785649061203,5,combinations_with_rep,0.07,6
150,1.75371422290802,5,product,0.08,6
120,1.6889811372756958,5,permutations,0.08,6
90,1.3334132981300355,5,combinations_with_rep,0.08,6
150,1.973400673866272,5,product,0.09,6
120,1.5382152199745178,5,permutations,0.09,6
90,1.2244652771949769,5,combinations_with_rep,0.09,6
150,1.7075700521469117,5,product,0.1,6
120,1.0781777667999268,5,permutations,0.1,6
90,1.2380249452590943,5,combinations_with_rep,0.1,6
216,0.6984626245498657,6,product,0.2,6
180,0.5966343402862548,6,permutations,0.2,6
126,0.3167681503295898,6,combinations_with_rep,0.2,6
216,0.826783275604248,6,product,0.21000000000000002,6
180,0.6258449935913086,6,permutations,0.21000000000000002,6
126,0.22274643421173096,6,combinations_with_rep,0.21000000000000002,6
216,0.7037796998023986,6,product,0.22000000000000003,6
180,0.6842675495147705,6,permutations,0.22000000000000003,6
126,0.19152918338775635,6,combinations_with_rep,0.22000000000000003,6
216,0.6219894552230835,6,product,0.22999999999999998,6
72,0.2674233913421631,4,permutations,0.25,6
60,0.3270482802391052,4,combinations_with_rep,0.25,6
150,2.6965650796890257,5,product,0.05,6
120,2.172912073135376,5,permutations,0.05,6
90,1.8728308367729187,5,combinations_with_rep,0.05,6
150,2.2257948660850526,5,product,0.060000000000000005,6
120,2.2911007523536684,5,permutations,0.060000000000000005,6
90,1.3500222063064575,5,combinations_with_rep,0.060000000000000005,6
150,2.101476399898529,5,product,0.07,6
120,1.654431836605072,5,permutations,0.07,6
180,1.162043013572693,6,permutations,0.13,6
126,0.9490988421440124,6,combinations_with_rep,0.13,6
216,1.5887677192687988,6,product,0.14,6
180,1.1325914573669433,6,permutations,0.14,6
126,1.0010891675949096,6,combinations_with_rep,0.14,6
216,1.2384833097457886,6,product,0.15000000000000002,6
180,0.7857348418235779,6,permutations,0.15000000000000002,6
126,0.7174017834663391,6,combinations_with_rep,0.15000000000000002,6
216,1.2135892271995545,6,product,0.16,6
180,1.0064028882980347,6,permutations,0.16,6
120,0.2013368535041809,5,permutations,0.24,6
90,0.24524453163146973,5,combinations_with_rep,0.24,6
150,0.2476319718360901,5,product,0.25,6
120,0.24952940225601197,5,permutations,0.25,6
90,0.24517809152603148,5,combinations_with_rep,0.25,6
216,3.326219263076782,6,product,0.05,6
180,3.0289145708084106,6,permutations,0.05,6
126,2.3560821127891542,6,combinations_with_rep,0.05,6
216,2.865728325843811,6,product,0.060000000000000005,6
180,2.2448718976974487,6,permutations,0.060000000000000005,6
216,1.9211716651916504,6,product,0.1,6
180,1.3550235199928284,6,permutations,0.1,6
126,1.310638484954834,6,combinations_with_rep,0.1,6
216,1.6994003295898437,6,product,0.11,6
180,1.9654666781425476,6,permutations,0.11,6
126,1.2617520785331726,6,combinations_with_rep,0.11,6
216,1.132058184146881,6,product,0.12000000000000001,6
180,1.507656168937683,6,permutations,0.12000000000000001,6
126,1.3539504313468933,6,combinations_with_rep,0.12000000000000001,6
216,1.6141078138351441,6,product,0.13,6
126,2.0101736998558044,6,combinations_with_rep,0.060000000000000005,6
216,2.539362914562225,6,product,0.07,6
180,2.4884559154510497,6,permutations,0.07,6
126,1.8223927760124206,6,combinations_with_rep,0.07,6
216,2.118945846557617,6,product,0.08,6
180,1.6994487595558168,6,permutations,0.08,6
126,1.711696195602417,6,combinations_with_rep,0.08,6
216,1.423897657394409,6,product,0.09,6
180,2.0316338753700256,6,permutations,0.09,6
126,1.4863830924034118,6,combinations_with_rep,0.09,6
180,0.3704547929763794,6,permutations,0.22999999999999998,6
126,0.22940996885299683,6,combinations_with_rep,0.22999999999999998,6
216,0.5478576970100403,6,product,0.24,6
180,0.3449331474304199,6,permutations,0.24,6
126,0.21514807939529418,6,combinations_with_rep,0.24,6
216,0.42372176885604856,6,product,0.25,6
180,0.3121528172492981,6,permutations,0.25,6
126,0.24608617305755615,6,combinations_with_rep,0.25,6
294,4.699636974334717,7,product,0.05,6
252,3.835387454032898,7,permutations,0.05,6
252,0.7075178360939026,7,permutations,0.22000000000000003,6
168,0.2749688816070557,7,combinations_with_rep,0.22000000000000003,6
294,0.5519332218170167,7,product,0.22999999999999998,6
252,0.5269002962112427,7,permutations,0.22999999999999998,6
168,0.2936466884613037,7,combinations_with_rep,0.22999999999999998,6
294,0.8090730929374694,7,product,0.24,6
252,0.4249638843536377,7,permutations,0.24,6
168,0.23253234148025512,7,combinations_with_rep,0.24,6
294,0.6055097031593323,7,product,0.25,6
252,0.4075257921218872,7,permutations,0.25,6
294,1.0325109076499939,7,product,0.19,6
252,0.776712167263031,7,permutations,0.19,6
168,0.48455335140228273,7,combinations_with_rep,0.19,6
294,1.0279226231575012,7,product,0.2,6
252,0.8244053816795349,7,permutations,0.2,6
168,0.3600767612457275,7,combinations_with_rep,0.2,6
294,1.190747332572937,7,product,0.21000000000000002,6
252,0.8890601110458374,7,permutations,0.21000000000000002,6
168,0.339092276096344,7,combinations_with_rep,0.21000000000000002,6
294,0.6065706086158752,7,product,0.22000000000000003,6
168,1.079523537158966,7,combinations_with_rep,0.15000000000000002,6
294,1.5917358803749084,7,product,0.16,6
252,1.317978675365448,7,permutations,0.16,6
168,0.9435691285133362,7,combinations_with_rep,0.16,6
294,1.1171959137916565,7,product,0.16999999999999998,6
252,1.224548909664154,7,permutations,0.16999999999999998,6
168,1.059334762096405,7,combinations_with_rep,0.16999999999999998,6
294,0.9127198934555054,7,product,0.18,6
252,1.3206311178207397,7,permutations,0.18,6
168,0.5178142523765564,7,combinations_with_rep,0.18,6
252,1.4793562841415406,7,permutations,0.12000000000000001,6
168,1.0220789170265199,7,combinations_with_rep,0.12000000000000001,6
294,1.6725233602523804,7,product,0.13,6
252,1.4435926795005798,7,permutations,0.13,6
168,1.2474313282966614,7,combinations_with_rep,0.13,6
294,1.5070413613319398,7,product,0.14,6
252,1.8116749143600464,7,permutations,0.14,6
168,1.2145992946624755,7,combinations_with_rep,0.14,6
294,1.9493697452545167,7,product,0.15000000000000002,6
252,0.9273994827270508,7,permutations,0.15000000000000002,6
294,2.970268015861511,7,product,0.09,6
252,2.651353816986084,7,permutations,0.09,6
168,1.7310271286964416,7,combinations_with_rep,0.09,6
294,2.3481591176986694,7,product,0.1,6
252,1.9480607318878174,7,permutations,0.1,6
168,1.3577343320846558,7,combinations_with_rep,0.1,6
294,2.094666359424591,7,product,0.11,6
252,2.2318368673324587,7,permutations,0.11,6
168,1.3845227837562561,7,combinations_with_rep,0.11,6
294,2.2168332052230837,7,product,0.12000000000000001,6
336,0.7696631407737732,8,permutations,0.21000000000000002,6
216,0.5167079639434814,8,combinations_with_rep,0.21000000000000002,6
384,1.0673470377922059,8,product,0.22000000000000003,6
336,1.0342321228981017,8,permutations,0.22000000000000003,6
216,0.40550692558288576,8,combinations_with_rep,0.22000000000000003,6
384,0.8011536312103271,8,product,0.22999999999999998,6
336,0.719725501537323,8,permutations,0.22999999999999998,6
216,0.3504030108451843,8,combinations_with_rep,0.22999999999999998,6
384,1.0890356087684632,8,product,0.24,6
336,0.5121459031105041,8,permutations,0.24,6
384,1.1832561492919922,8,product,0.18,6
336,1.1924438428878785,8,permutations,0.18,6
216,1.0029573011398316,8,combinations_with_rep,0.18,6
384,1.4444689869880676,8,product,0.19,6
336,0.918560528755188,8,permutations,0.19,6
216,0.868174421787262,8,combinations_with_rep,0.19,6
384,1.1070076131820679,8,product,0.2,6
336,0.962209222316742,8,permutations,0.2,6
216,0.4632092785835266,8,combinations_with_rep,0.2,6
384,0.6455816149711608,8,product,0.21000000000000002,6
216,0.2858433318138123,8,combinations_with_rep,0.24,6
384,0.6970905232429504,8,product,0.25,6
336,0.5980006074905395,8,permutations,0.25,6
